# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.build.module.graph.ms,1733086849345000000,1733086866694000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1733086849345000000,1733086866694000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1733086849345000000,1733086866694000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1733086849345000000,1733086866694000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1733086849345000000,1733086866694000000,0
workspaceModel.load.cache.metadata.from.file.ms,1733086849345000000,1733086866694000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1733086849345000000,1733086866694000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1733086849345000000,1733086866694000000,1
workspaceModel.mutableEntityStorage.add.entity.ms,1733086849345000000,1733086866694000000,0
workspaceModel.global.apply.state.to.project.ms,1733086849345000000,1733086866694000000,0
workspaceModel.sync.entities.ms,1733086849345000000,1733086866694000000,0
workspaceModel.do.save.caches.ms,1733086849345000000,1733086866694000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1733086849345000000,1733086866694000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1733086849345000000,1733086866694000000,0
jps.library.entities.serializer.save.entities.ms,1733086849345000000,1733086866694000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1733086849345000000,1733086866694000000,0
jps.global.get.library.by.name.ms,1733086849345000000,1733086866694000000,0
workspaceModel.loading.total.ms,1733086849345000000,1733086866694000000,136
workspaceModel.cachedValueWithParameters.total.get.count,1733086849345000000,1733086866694000000,0
workspaceModel.cachedValue.total.get.count,1733086849345000000,1733086866694000000,5
workspaceModel.cachedValueWithParameters.clear.count,1733086849345000000,1733086866694000000,0
workspaceModel.on.changed.ms,1733086849345000000,1733086866694000000,0
workspaceModel.updates.ms,1733086849345000000,1733086866694000000,0
workspaceModel.updates.precise.ms,1733086849345000000,1733086866694000000,0
workspaceModel.loading.from.cache.ms,1733086849345000000,1733086866694000000,103
workspaceModel.cachedValueWithParameters.from.cache.count,1733086849345000000,1733086866694000000,0
workspaceModel.full.replace.project.model.ms,1733086849345000000,1733086866694000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1733086849345000000,1733086866694000000,0
workspaceModel.cachedValue.from.cache.count,1733086849345000000,1733086866694000000,4
workspaceModel.pre.handlers.ms,1733086849345000000,1733086866694000000,0
workspaceModel.on.before.changed.ms,1733086849345000000,1733086866694000000,0
workspaceModel.cachedValue.clear.count,1733086849345000000,1733086866694000000,0
workspaceModel.init.bridges.ms,1733086849345000000,1733086866694000000,0
workspaceModel.replace.project.model.ms,1733086849345000000,1733086866694000000,0
workspaceModel.initializing.ms,1733086849345000000,1733086866694000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1733086849345000000,1733086866694000000,3
workspaceModel.cachedValue.calculated.count,1733086849345000000,1733086866694000000,1
workspaceModel.check.recursive.update.ms,1733086849345000000,1733086866694000000,0
workspaceModel.collect.changes.ms,1733086849345000000,1733086866694000000,0
workspaceModel.updates.count,1733086849345000000,1733086866694000000,0
workspaceModel.update.unloaded.entities.ms,1733086849345000000,1733086866694000000,0
workspaceModel.to.snapshot.ms,1733086849345000000,1733086866694000000,0
