# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.maxRegisteredFiles,1733080719162000000,1733080736802000000,529
FilePageCacheLockFree.housekeeperTimeSpentMs,1733080719162000000,1733080736802000000,0
StorageLockContext.competingThreads.max,1733080719162000000,1733080736802000000,0
DirectByteBufferAllocator.hits,1733080719162000000,1733080736802000000,3
MappedFileStorage.totalBytesMapped,1733080719162000000,1733080736802000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1733080719162000000,1733080736802000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1733080719162000000,1733080736802000000,0
FilePageCacheLockFree.totalPagesHandedOver,1733080719162000000,1733080736802000000,0
FilePageCacheLockFree.totalBytesRequested,1733080719162000000,1733080736802000000,0
FilePageCacheLockFree.nativeBytesInUse,1733080719162000000,1733080736802000000,0
FilePageCache.uncachedFileAccess,1733080719162000000,1733080736802000000,109
FilePageCacheLockFree.totalPagesRequested,1733080719162000000,1733080736802000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1733080719162000000,1733080736802000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1733080719162000000,1733080736802000000,41943040
DirectByteBufferAllocator.disposed,1733080719162000000,1733080736802000000,150
FilePageCache.disposedBuffers,1733080719162000000,1733080736802000000,193
FilePageCache.maxCacheSizeInBytes,1733080719162000000,1733080736802000000,199229440
FilePageCache.pageLoadsAboveSizeThreshold,1733080719162000000,1733080736802000000,0
FilePageCache.totalPageDisposalsUs,1733080719162000000,1733080736802000000,2633
StorageLockContext.competingThreads.avg,1733080719162000000,1733080736802000000,0.0
FilePageCacheLockFree.totalBytesRead,1733080719162000000,1733080736802000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1733080719162000000,1733080736802000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1733080719162000000,1733080736802000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1733080719162000000,1733080736802000000,0
FilePageCache.pageLoads,1733080719162000000,1733080736802000000,193
FilePageCacheLockFree.totalPagesWriteMs,1733080719162000000,1733080736802000000,0
FilePageCache.totalPageLoadsUs,1733080719162000000,1733080736802000000,187165
FilePageCache.pageFastCacheHits,1733080719162000000,1733080736802000000,3811
writeAction.wait.ms,1733080719162000000,1733080736802000000,1
writeAction.count,1733080719162000000,1733080736802000000,1
writeAction.median.wait.ms,1733080719162000000,1733080736802000000,0
writeAction.max.wait.ms,1733080719162000000,1733080736802000000,1
workspaceModel.initializing.ms,1733080719162000000,1733080736802000000,0
workspaceModel.to.snapshot.ms,1733080719162000000,1733080736802000000,0
workspaceModel.on.before.changed.ms,1733080719162000000,1733080736802000000,0
workspaceModel.cachedValue.calculated.count,1733080719162000000,1733080736802000000,1
workspaceModel.cachedValue.from.cache.count,1733080719162000000,1733080736802000000,4
workspaceModel.collect.changes.ms,1733080719162000000,1733080736802000000,0
workspaceModel.cachedValue.clear.count,1733080719162000000,1733080736802000000,0
workspaceModel.init.bridges.ms,1733080719162000000,1733080736802000000,0
workspaceModel.replace.project.model.ms,1733080719162000000,1733080736802000000,0
workspaceModel.pre.handlers.ms,1733080719162000000,1733080736802000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1733080719162000000,1733080736802000000,0
workspaceModel.full.replace.project.model.ms,1733080719162000000,1733080736802000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1733080719162000000,1733080736802000000,3
workspaceModel.cachedValueWithParameters.total.get.count,1733080719162000000,1733080736802000000,0
workspaceModel.loading.total.ms,1733080719162000000,1733080736802000000,127
workspaceModel.cachedValueWithParameters.clear.count,1733080719162000000,1733080736802000000,0
workspaceModel.updates.precise.ms,1733080719162000000,1733080736802000000,0
workspaceModel.loading.from.cache.ms,1733080719162000000,1733080736802000000,101
workspaceModel.cachedValue.total.get.count,1733080719162000000,1733080736802000000,5
workspaceModel.check.recursive.update.ms,1733080719162000000,1733080736802000000,0
workspaceModel.updates.count,1733080719162000000,1733080736802000000,0
workspaceModel.on.changed.ms,1733080719162000000,1733080736802000000,0
workspaceModel.update.unloaded.entities.ms,1733080719162000000,1733080736802000000,0
workspaceModel.updates.ms,1733080719162000000,1733080736802000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1733080719162000000,1733080736802000000,0
jps.library.entities.serializer.save.entities.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1733080719162000000,1733080736802000000,0
workspaceModel.global.apply.state.to.project.ms,1733080719162000000,1733080736802000000,0
workspaceModel.do.save.caches.ms,1733080719162000000,1733080736802000000,0
jps.global.initialize.library.bridges.after.loading.ms,1733080719162000000,1733080736802000000,4
workspaceModel.moduleManagerBridge.get.modules.ms,1733080719162000000,1733080736802000000,1
workspaceModel.mutableEntityStorage.entities.ms,1733080719162000000,1733080736802000000,3
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1733080719162000000,1733080736802000000,0
jps.global.handle.before.change.events.ms,1733080719162000000,1733080736802000000,0
workspaceModel.global.updates.count,1733080719162000000,1733080736802000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1733080719162000000,1733080736802000000,0
workspaceModel.load.cache.from.file.ms,1733080719162000000,1733080736802000000,2
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1733080719162000000,1733080736802000000,0
jps.global.get.libraries.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1733080719162000000,1733080736802000000,0
workspaceModel.global.updates.ms,1733080719162000000,1733080736802000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.instances.count,1733080719162000000,1733080736802000000,3
workspaceModel.moduleManagerBridge.load.all.modules.ms,1733080719162000000,1733080736802000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1733080719162000000,1733080736802000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1733080719162000000,1733080736802000000,0
workspaceModel.save.cache.to.file.ms,1733080719162000000,1733080736802000000,0
jps.library.entities.serializer.load.entities.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1733080719162000000,1733080736802000000,0
workspaceModel.sync.entities.ms,1733080719162000000,1733080736802000000,0
jps.save.global.entities.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1733080719162000000,1733080736802000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1733080719162000000,1733080736802000000,0
jps.global.get.library.by.name.ms,1733080719162000000,1733080736802000000,0
jps.load.initial.state.ms,1733080719162000000,1733080736802000000,18
jps.global.initialize.library.bridges.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1733080719162000000,1733080736802000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1733080719162000000,1733080736802000000,0
jps.global.handle.changed.events.ms,1733080719162000000,1733080736802000000,0
workspaceModel.load.cache.metadata.from.file.ms,1733080719162000000,1733080736802000000,0
jps.global.get.library.ms,1733080719162000000,1733080736802000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1733080719162000000,1733080736802000000,0
jps.app.storage.content.reader.load.component.ms,1733080719162000000,1733080736802000000,1
