# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalPagesWriteMs,1733078897823000000,1733078918655000000,0
StorageLockContext.competingThreads.avg,1733078897823000000,1733078918655000000,0.0
FilePageCacheLockFree.totalNativeBytesReclaimed,1733078897823000000,1733078918655000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1733078897823000000,1733078918655000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1733078897823000000,1733078918655000000,41943040
DirectByteBufferAllocator.hits,1733078897823000000,1733078918655000000,3
FilePageCache.pageLoadsAboveSizeThreshold,1733078897823000000,1733078918655000000,0
FilePageCacheLockFree.totalPagesReclaimed,1733078897823000000,1733078918655000000,0
Indexing.writesQueuedMax,1733078897823000000,1733078918655000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1733078897823000000,1733078918655000000,0
Indexing.cache.totalCacheMisses,1733078897823000000,1733078918655000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1733078897823000000,1733078918655000000,0
Indexing.cache.totalCacheAccesses,1733078897823000000,1733078918655000000,0
Indexing.writesQueuedMin,1733078897823000000,1733078918655000000,0
Indexing.totalTimeIndexersSleptMs,1733078897823000000,1733078918655000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1733078897823000000,1733078918655000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1733078897823000000,1733078918655000000,0
Indexing.writesQueuedAvg,1733078897823000000,1733078918655000000,0.0
Indexing.cache.totalCacheEvicted,1733078897823000000,1733078918655000000,0
writeAction.median.wait.ms,1733078897823000000,1733078918655000000,0
writeAction.count,1733078897823000000,1733078918655000000,2
DiskQueryRelay.taskExecutionTotalTimeUs,1733078897823000000,1733078918655000000,1567
DiskQueryRelay.tasksExecuted,1733078897823000000,1733078918655000000,11
DiskQueryRelay.taskWaitingTotalTimeUs,1733078897823000000,1733078918655000000,1871
DiskQueryRelay.tasksRequested,1733078897823000000,1733078918655000000,11
writeAction.max.wait.ms,1733078897823000000,1733078918655000000,1
writeAction.wait.ms,1733078897823000000,1733078918655000000,2
cacheStateStorage.get.counter,1733078897823000000,1733078918655000000,10
cacheStateStorage.set.counter,1733078897823000000,1733078918655000000,7
cacheStateStorage.get.duration,1733078897823000000,1733078918655000000,0
cacheStateStorage.set.duration,1733078897823000000,1733078918655000000,26
jps.library.entities.serializer.load.entities.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1733078897823000000,1733078918655000000,1
workspaceModel.do.save.caches.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1733078897823000000,1733078918655000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1733078897823000000,1733078918655000000,0
jps.global.get.library.by.name.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1733078897823000000,1733078918655000000,0
jps.global.get.libraries.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1733078897823000000,1733078918655000000,0
jps.library.entities.serializer.save.entities.ms,1733078897823000000,1733078918655000000,0
workspaceModel.save.cache.to.file.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.instances.count,1733078897823000000,1733078918655000000,3
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1733078897823000000,1733078918655000000,0
workspaceModel.load.cache.from.file.ms,1733078897823000000,1733078918655000000,1
jps.global.initialize.library.bridges.ms,1733078897823000000,1733078918655000000,0
jps.global.handle.before.change.events.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1733078897823000000,1733078918655000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1733078897823000000,1733078918655000000,1
jps.app.storage.content.writer.save.component.ms,1733078897823000000,1733078918655000000,2
workspaceModel.global.apply.state.to.project.ms,1733078897823000000,1733078918655000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1733078897823000000,1733078918655000000,0
jps.global.get.library.ms,1733078897823000000,1733078918655000000,0
workspaceModel.global.updates.count,1733078897823000000,1733078918655000000,0
jps.app.storage.content.reader.load.component.ms,1733078897823000000,1733078918655000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1733078897823000000,1733078918655000000,0
workspaceModel.load.cache.metadata.from.file.ms,1733078897823000000,1733078918655000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.entities.ms,1733078897823000000,1733078918655000000,2
jps.load.initial.state.ms,1733078897823000000,1733078918655000000,33
workspaceModel.mutableEntityStorage.to.snapshot.ms,1733078897823000000,1733078918655000000,0
jps.global.handle.changed.events.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1733078897823000000,1733078918655000000,0
workspaceModel.sync.entities.ms,1733078897823000000,1733078918655000000,0
jps.global.initialize.library.bridges.after.loading.ms,1733078897823000000,1733078918655000000,3
workspaceModel.global.updates.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1733078897823000000,1733078918655000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1733078897823000000,1733078918655000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1733078897823000000,1733078918655000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1733078897823000000,1733078918655000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1733078897823000000,1733078918655000000,0
jps.save.global.entities.ms,1733078897823000000,1733078918655000000,12
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1733078897823000000,1733078918655000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1733078897823000000,1733078918655000000,0
NonBlockingReadAction.failedExecutionsCount,1733078897823000000,1733078918655000000,0
AWTEventQueue.dispatchTimeTotalNS,1733078897823000000,1733078918655000000,18199200873
NonBlockingReadAction.finalizedExecutionTimeUs,1733078897823000000,1733078918655000000,138174
NonBlockingReadAction.finalizedExecutionsCount,1733078897823000000,1733078918655000000,17
NonBlockingReadAction.failedExecutionTimeUs,1733078897823000000,1733078918655000000,0
VFS.fileByIdCache.hits,1733078897823000000,1733078918655000000,0
VFS.fileChildByName,1733078897823000000,1733078918655000000,10
VFS.invertedFileNameIndex.requests,1733078897823000000,1733078918655000000,0
VFS.fileByIdCache.misses,1733078897823000000,1733078918655000000,0
workspaceModel.updates.count,1733078897823000000,1733078918655000000,0
workspaceModel.updates.precise.ms,1733078897823000000,1733078918655000000,0
workspaceModel.cachedValueWithParameters.clear.count,1733078897823000000,1733078918655000000,0
workspaceModel.to.snapshot.ms,1733078897823000000,1733078918655000000,0
workspaceModel.full.replace.project.model.ms,1733078897823000000,1733078918655000000,0
workspaceModel.pre.handlers.ms,1733078897823000000,1733078918655000000,0
workspaceModel.cachedValue.clear.count,1733078897823000000,1733078918655000000,0
workspaceModel.init.bridges.ms,1733078897823000000,1733078918655000000,0
workspaceModel.collect.changes.ms,1733078897823000000,1733078918655000000,0
workspaceModel.initializing.ms,1733078897823000000,1733078918655000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1733078897823000000,1733078918655000000,0
workspaceModel.check.recursive.update.ms,1733078897823000000,1733078918655000000,0
workspaceModel.loading.total.ms,1733078897823000000,1733078918655000000,4
workspaceModel.cachedValue.total.get.count,1733078897823000000,1733078918655000000,7
workspaceModel.on.changed.ms,1733078897823000000,1733078918655000000,0
workspaceModel.cachedValue.calculated.count,1733078897823000000,1733078918655000000,1
workspaceModel.cachedValue.from.cache.count,1733078897823000000,1733078918655000000,6
workspaceModel.update.unloaded.entities.ms,1733078897823000000,1733078918655000000,0
workspaceModel.updates.ms,1733078897823000000,1733078918655000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1733078897823000000,1733078918655000000,0
workspaceModel.loading.from.cache.ms,1733078897823000000,1733078918655000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1733078897823000000,1733078918655000000,3
workspaceModel.cachedValueWithParameters.from.cache.count,1733078897823000000,1733078918655000000,0
workspaceModel.on.before.changed.ms,1733078897823000000,1733078918655000000,0
workspaceModel.replace.project.model.ms,1733078897823000000,1733078918655000000,0
